num__age,num__daily_social_media_hours,num__sleep_hours,num__screen_time_before_sleep,num__academic_performance,num__physical_activity,num__stress_level,num__anxiety_level,num__addiction_level,cat__gender_female,cat__gender_male,cat__platform_usage_Both,cat__platform_usage_Instagram,cat__platform_usage_TikTok,cat__social_interaction_level_high,cat__social_interaction_level_low,cat__social_interaction_level_medium,depression_label
-1.440459606709754,-1.1569232836417056,-0.44279953990898235,0.34986190690597163,1.105081240084243,1.5130644735396568,-0.49816064579983416,-0.5769666542831965,1.5787435790020738,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-1.440459606709754,1.6250613393532898,-0.3061593733025463,1.3286595815138524,-0.2529651601243192,-1.233085864823705,1.235828549152453,1.5144920799340544,-0.9175286212082642,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.043275610502009954,0.3072791495135551,1.1285623760650312,0.48969014613566897,-0.5663604832493724,1.1697956812442365,1.235828549152453,1.5144920799340544,1.5787435790020738,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.527010827713774,-0.6200490581514435,-0.9893602063347261,0.48969014613566897,-1.6632441141870573,-0.20327948793744433,-1.5385541627712065,1.5144920799340544,1.2221332646863112,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.5378540162392645,0.20966565396987097,-1.0576802896379438,0.48969014613566897,-1.7154766680412332,-0.03164509178973424,1.235828549152453,-0.5769666542831965,1.2221332646863112,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.043275610502009954,-1.2545367791853899,-1.3992807061540338,-1.4679052030800923,-0.5489496319646467,-0.3749138840851544,-1.5385541627712065,-0.5769666542831965,1.5787435790020738,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.527010827713774,-0.47362881483591734,0.035441043213543647,-0.9085922461613032,1.1399029426536933,0.13998930435797605,-0.15136280680937675,1.1659156242311792,1.5787435790020738,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.043275610502009954,1.2346073571785534,1.6068029591875577,0.07020542844657725,1.7318718863343492,-0.3749138840851544,0.1954350321810807,1.5144920799340544,0.8655229503705486,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.9458812009724993,1.2834141049503955,0.37704145972963354,0.7693466245950631,1.2966006042162204,-0.5465482802328647,0.8890307101619955,-0.5769666542831965,0.5089126360547861,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1.527010827713774,-1.596184013588284,0.035441043213543647,0.48969014613566897,1.1921354965078692,0.13998930435797605,0.5422328711715381,-1.622696021391822,1.2221332646863112,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
1.0324324219765193,-0.8640827970106536,0.30872137642641584,0.7693466245950631,0.1997169732785346,-1.5763546571191254,0.5422328711715381,-1.622696021391822,1.2221332646863112,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.5378540162392645,1.4298343482659217,1.1285623760650312,1.4684878207435492,-0.7230581448118986,-0.8898170725282849,-1.1917563237807491,-1.2741195656889468,-0.9175286212082642,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.440459606709754,1.6250613393532898,0.5136816263360696,-0.34927928924251445,-1.1060968730758525,-1.4047202609714153,-1.1917563237807491,0.1201862571225538,0.8655229503705486,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.043275610502009954,-0.5224355626077594,-1.5359208727604698,-0.34927928924251445,1.7144610350496237,-1.061451468675995,-1.5385541627712065,0.468762712825429,-1.2741389355240267,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.9458812009724993,0.5025061406009229,-1.330960622850816,-0.48910752847221184,-0.9668100627980509,0.31162370050568594,-0.15136280680937675,1.5144920799340544,1.2221332646863112,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.043275610502009954,-1.352150274729074,-1.0576802896379438,0.7693466245950631,-0.5663604832493724,0.6548924928011062,-0.8449584847902916,0.8173391685283041,0.1523023217390235,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.9458812009724993,0.6001196361446071,-0.9210401230315083,1.188831342284155,-1.628422411617607,0.8265268889488164,0.5422328711715381,-0.22839019858032134,-1.2741389355240267,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1.0324324219765193,-1.1081165358698637,1.5384828758843387,-1.6077334423097895,-0.40966282168684615,1.5130644735396568,-0.49816064579983416,0.8173391685283041,0.5089126360547861,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.4513027952352447,1.1369938616348696,1.2652025426714677,0.9091748638247604,0.6001665528272132,0.31162370050568594,-1.1917563237807491,-0.5769666542831965,1.2221332646863112,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
1.0324324219765193,0.5025061406009229,1.0602422927618134,0.9091748638247604,-0.07885664727706743,-1.7479890532668356,-1.1917563237807491,1.5144920799340544,-0.9175286212082642,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1.0324324219765193,-1.352150274729074,0.9236021261553773,0.34986190690597163,-0.5663604832493724,-0.3749138840851544,-0.49816064579983416,0.1201862571225538,-0.9175286212082642,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.043275610502009954,0.11205215842618685,0.24040129312319747,-1.0484204853910006,-0.6882364422424482,0.13998930435797605,-1.5385541627712065,-0.22839019858032134,0.1523023217390235,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.4513027952352447,-1.352150274729074,-0.6477597898186361,-0.20945105001281714,0.5131122964035878,0.48325809665339625,0.1954350321810807,-0.22839019858032134,1.2221332646863112,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-1.440459606709754,0.2584724017417128,-1.330960622850816,1.3286595815138524,-0.7927015499507992,0.6548924928011062,-1.1917563237807491,-0.9255431099860716,1.5787435790020738,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.9458812009724993,-0.034368084889339144,-1.126000372941162,-1.1882487246206979,-1.349848791062004,-0.3749138840851544,-1.5385541627712065,-0.5769666542831965,1.5787435790020738,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.043275610502009954,0.16085890619802912,-0.5111196232122001,-0.7687640069316062,-1.611011560332882,-1.5763546571191254,0.8890307101619955,-1.2741195656889468,-1.6307492498397893,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-1.440459606709754,-1.449763770272758,-1.467600789457252,-1.6077334423097895,1.5925850760565479,1.684698869687367,-0.15136280680937675,1.5144920799340544,0.5089126360547861,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.9458812009724993,0.7465398794601331,0.7869619595489412,-0.48910752847221184,-0.4793062268257461,-0.20327948793744433,1.235828549152453,-0.9255431099860716,-0.9175286212082642,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1.0324324219765193,1.4298343482659217,0.7186418762457235,-0.48910752847221184,0.2519495271327105,1.684698869687367,-1.1917563237807491,1.1659156242311792,-1.2741389355240267,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
1.527010827713774,1.5274478438096057,1.3335226259746855,1.4684878207435492,0.7568642143897402,-1.4047202609714153,0.5422328711715381,0.1201862571225538,0.1523023217390235,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.9458812009724993,-1.1081165358698637,0.5820017096392873,0.7693466245950631,-0.34001941654794543,0.8265268889488164,-0.49816064579983416,0.1201862571225538,-0.20430799257673907,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.5378540162392645,0.8441533750038173,-1.672561039366906,-1.0484204853910006,-0.9842209140827758,0.31162370050568594,-1.5385541627712065,1.5144920799340544,1.2221332646863112,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-1.440459606709754,-0.6200490581514435,1.743443125793993,-1.4679052030800923,-0.8797558063744247,-0.7181826763805748,-0.8449584847902916,0.1201862571225538,-0.5609183068925017,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.0324324219765193,0.3072791495135551,0.4453615430328513,0.2100336676762743,-0.21814345755486883,1.1697956812442365,-0.15136280680937675,0.8173391685283041,0.1523023217390235,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.4513027952352447,0.35608589728539697,0.5820017096392873,0.2100336676762743,-0.8449341038049751,0.6548924928011062,1.5826263881429103,-0.5769666542831965,-1.2741389355240267,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.4513027952352447,-0.18078832820486512,-0.6477597898186361,-0.6289357677019088,0.8613293220980913,-0.8898170725282849,-1.1917563237807491,-0.22839019858032134,-1.2741389355240267,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.043275610502009954,-1.74260425690381,-1.604240956063688,-0.6289357677019088,-1.349848791062004,-1.061451468675995,-1.1917563237807491,-1.622696021391822,0.8655229503705486,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.043275610502009954,-0.18078832820486512,-0.5111196232122001,-1.0484204853910006,-0.39225197040212056,-1.5763546571191254,1.5826263881429103,-0.22839019858032134,1.2221332646863112,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.043275610502009954,-0.5224355626077594,-0.23783928999932852,1.3286595815138524,1.4532982657787465,-1.5763546571191254,-0.49816064579983416,-0.22839019858032134,1.5787435790020738,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.5378540162392645,-0.8152760492388116,-1.330960622850816,-1.1882487246206979,1.2443680503620445,-1.5763546571191254,-1.5385541627712065,0.1201862571225538,-0.5609183068925017,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
1.0324324219765193,-1.0105030403261797,0.4453615430328513,-0.20945105001281714,1.6970501837648988,-0.5465482802328647,1.5826263881429103,0.468762712825429,-0.9175286212082642,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.9458812009724993,0.40489264505723926,1.1285623760650312,0.07020542844657725,-0.8101124012355247,-0.20327948793744433,-0.15136280680937675,0.8173391685283041,0.8655229503705486,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.5378540162392645,1.6738680871251317,1.5384828758843387,-0.34927928924251445,1.2269571990773196,1.684698869687367,1.5826263881429103,1.1659156242311792,-0.20430799257673907,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.4513027952352447,0.063245410654345,-1.0576802896379438,1.748144299202944,-1.0886860217911267,0.6548924928011062,-0.8449584847902916,-0.22839019858032134,-1.2741389355240267,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
